TimeStep,Field_U_Center,MaxDeviation_U,StepDuration
-1,1.0,0.0,0.0
0,11.000000,10.000000,0.0
1,10.400000,9.400000,0.309723
2,9.842000,8.842000,0.247722
3,9.322760,8.322760,0.247362
4,8.839308,7.839308,0.245901
5,8.388917,7.388917,0.223548
