Iteration,PI_Approximation,Error,Time(s)
3100000,3.141592331009070,0.000000322580723,0.045770700
3200000,3.141592341089659,0.000000312500134,0.046427400
3300000,3.141592350559365,0.000000303030428,0.047047400
3400000,3.141592359472015,0.000000294117778,0.047658300
3500000,3.141592367875364,0.000000285714429,0.048290500
3600000,3.141592375811783,0.000000277778010,0.048903100
3700000,3.141592383319361,0.000000270270432,0.049521800
3800000,3.141592390431754,0.000000263158039,0.050141300
3900000,3.141592397179317,0.000000256410476,0.050743500
4000000,3.141592403589655,0.000000250000138,0.051284900
4100000,3.141592409687252,0.000000243902541,0.051819400
4200000,3.141592415494468,0.000000238095325,0.052422100
4300000,3.141592421031607,0.000000232558186,0.052958100
4400000,3.141592426317003,0.000000227272790,0.053534100
4500000,3.141592431367502,0.000000222222291,0.054105500
4600000,3.141592436198441,0.000000217391352,0.054656500
4700000,3.141592440823713,0.000000212766080,0.055245600
4800000,3.141592445256390,0.000000208333403,0.055782400
4900000,3.141592449508087,0.000000204081706,0.056309800
5000000,3.141592453589780,0.000000200000013,0.056813200
5100000,3.141592457511381,0.000000196078412,0.057335500
5200000,3.141592461282079,0.000000192307714,0.057839100
5300000,3.141592464910461,0.000000188679333,0.058348900
5400000,3.141592468404526,0.000000185185267,0.058852100
5500000,3.141592471771603,0.000000181818190,0.059361500
5600000,3.141592475018323,0.000000178571470,0.059912200
5700000,3.141592478151174,0.000000175438619,0.060423800
5800000,3.141592481175973,0.000000172413820,0.060927000
5900000,3.141592484098288,0.000000169491505,0.061443300
6000000,3.141592486923182,0.000000166666611,0.061946500
6100000,3.141592489655428,0.000000163934365,0.062475900
6200000,3.141592492299553,0.000000161290240,0.062979300
6300000,3.141592494859762,0.000000158730031,0.063489000
6400000,3.141592497339822,0.000000156249971,0.063992200
6500000,3.141592499743624,0.000000153846170,0.064501600
6600000,3.141592502074621,0.000000151515172,0.065025000
6700000,3.141592504336046,0.000000149253747,0.065536400
6800000,3.141592506530951,0.000000147058842,0.066048400
6900000,3.141592508662235,0.000000144927558,0.066559500
7000000,3.141592510732600,0.000000142857193,0.067081500
7100000,3.141592512744630,0.000000140845163,0.067634000
7200000,3.141592514700823,0.000000138888970,0.068151100
7300000,3.141592516603381,0.000000136986412,0.068654600
7400000,3.141592518454579,0.000000135135214,0.069165100
7500000,3.141592520256348,0.000000133333445,0.069668600
7600000,3.141592522010765,0.000000131579028,0.070178400
7700000,3.141592523719637,0.000000129870156,0.070681600
7800000,3.141592525384596,0.000000128205198,0.071191100
7900000,3.141592527007430,0.000000126582363,0.071694200
8000000,3.141592528589697,0.000000125000096,0.072203700
8100000,3.141592530132943,0.000000123456850,0.072706900
8200000,3.141592531638551,0.000000121951242,0.073223000
8300000,3.141592533107897,0.000000120481896,0.073740900
8400000,3.141592534542217,0.000000119047576,0.074253600
8500000,3.141592535942739,0.000000117647054,0.074757100
8600000,3.141592537310777,0.000000116279016,0.075276900
8700000,3.141592538647306,0.000000114942487,0.075786900
8800000,3.141592539953442,0.000000113636351,0.076293200
8900000,3.141592541230267,0.000000112359526,0.076783700
9000000,3.141592542478681,0.000000111111112,0.077286700
9100000,3.141592543699763,0.000000109890030,0.077802300
9200000,3.141592544894209,0.000000108695584,0.078312800
9300000,3.141592546062956,0.000000107526837,0.078830400
9400000,3.141592547206906,0.000000106382887,0.079346400
9500000,3.141592548326690,0.000000105263104,0.079852900
9600000,3.141592549423120,0.000000104166673,0.080366700
9700000,3.141592550497028,0.000000103092765,0.080882400
9800000,3.141592551548938,0.000000102040855,0.081399000
9900000,3.141592552579771,0.000000101010023,0.081906200
10000000,3.141592553589850,0.000000099999943,0.082559900
10100000,3.141592554579907,0.000000099009886,0.083383500
10200000,3.141592555550601,0.000000098039192,0.084006800
10300000,3.141592556502392,0.000000097087401,0.084534800
10400000,3.141592557435914,0.000000096153879,0.085074300
10500000,3.141592558351633,0.000000095238160,0.085589200
10600000,3.141592559250167,0.000000094339626,0.086164300
10700000,3.141592560131826,0.000000093457968,0.086708600
10800000,3.141592560997154,0.000000092592639,0.087224200
10900000,3.141592561846625,0.000000091743168,0.087756900
11000000,3.141592562680579,0.000000090909214,0.088270900
11100000,3.141592563499576,0.000000090090217,0.088774600
11200000,3.141592564303945,0.000000089285848,0.089285900
11300000,3.141592565094127,0.000000088495666,0.089791900
11400000,3.141592565870399,0.000000087719394,0.090321900
11500000,3.141592566633209,0.000000086956584,0.090831600
11600000,3.141592567382824,0.000000086206970,0.091346200
11700000,3.141592568119631,0.000000085470163,0.091849700
11800000,3.141592568843955,0.000000084745838,0.092382500
11900000,3.141592569556124,0.000000084033669,0.092894700
12000000,3.141592570256316,0.000000083333477,0.093461600
12100000,3.141592570945048,0.000000082644745,0.093966900
12200000,3.141592571622466,0.000000081967327,0.094488200
12300000,3.141592572288880,0.000000081300913,0.095002600
12400000,3.141592572944570,0.000000080645223,0.095517000
12500000,3.141592573589735,0.000000080000058,0.096195100
12600000,3.141592574224661,0.000000079365132,0.096730400
12700000,3.141592574849581,0.000000078740213,0.097255600
12800000,3.141592575464808,0.000000078124986,0.097766100
12900000,3.141592576070428,0.000000077519365,0.098486400
13000000,3.141592576666739,0.000000076923054,0.099245900
13100000,3.141592577253911,0.000000076335882,0.099982900
13200000,3.141592577832219,0.000000075757574,0.100538200
13300000,3.141592578401777,0.000000075188016,0.101042600
13400000,3.141592578962859,0.000000074626934,0.101553000
13500000,3.141592579515669,0.000000074074124,0.102129100
13600000,3.141592580060318,0.000000073529475,0.102633600
13700000,3.141592580597002,0.000000072992791,0.103143800
13800000,3.141592581125948,0.000000072463846,0.103647000
13900000,3.141592581647353,0.000000071942440,0.104156500
14000000,3.141592582161216,0.000000071428577,0.104659500
14100000,3.141592582667775,0.000000070922018,0.105186600
14200000,3.141592583167187,0.000000070422606,0.105690200
14300000,3.141592583659579,0.000000069930214,0.106211100
14400000,3.141592584145223,0.000000069444570,0.106714700
14500000,3.141592584624139,0.000000068965654,0.107246300
14600000,3.141592585096501,0.000000068493292,0.107750500
14700000,3.141592585562434,0.000000068027359,0.108264500
14800000,3.141592586022095,0.000000067567698,0.108810300
14900000,3.141592586475656,0.000000067114137,0.109368800
15000000,3.141592586923130,0.000000066666663,0.109911600
15100000,3.141592587364646,0.000000066225148,0.110423000
15200000,3.141592587800316,0.000000065789477,0.110926200
15300000,3.141592588230315,0.000000065359478,0.111448200
15400000,3.141592588654735,0.000000064935058,0.111960000
15500000,3.141592589073660,0.000000064516133,0.112473400
15600000,3.141592589487245,0.000000064102549,0.113116000
15700000,3.141592589895555,0.000000063694238,0.113626500
15800000,3.141592590298664,0.000000063291129,0.114144700
15900000,3.141592590696707,0.000000062893086,0.114648100
16000000,3.141592591089788,0.000000062500006,0.115187900
16100000,3.141592591477977,0.000000062111817,0.115691600
16200000,3.141592591861393,0.000000061728400,0.116235500
16300000,3.141592592240070,0.000000061349724,0.116746500
16400000,3.141592592614141,0.000000060975652,0.117265600
16500000,3.141592592983677,0.000000060606116,0.117768900
16600000,3.141592593348795,0.000000060240998,0.118279500
16700000,3.141592593709477,0.000000059880316,0.118782800
16800000,3.141592593985076,0.000000059604718,0.119293200
16900000,3.141592593985076,0.000000059604718,0.119796400
17000000,3.141592593985076,0.000000059604718,0.120307100
17100000,3.141592593985076,0.000000059604718,0.120888500
17200000,3.141592593985076,0.000000059604718,0.121416900
17300000,3.141592593985076,0.000000059604718,0.121908100
17400000,3.141592593985076,0.000000059604718,0.122560200
17500000,3.141592593985076,0.000000059604718,0.123060700
17600000,3.141592593985076,0.000000059604718,0.123549600
17700000,3.141592593985076,0.000000059604718,0.124096100
17800000,3.141592593985076,0.000000059604718,0.124619100
17900000,3.141592593985076,0.000000059604718,0.125237400
18000000,3.141592593985076,0.000000059604718,0.125892900
18100000,3.141592593985076,0.000000059604718,0.126652600
18200000,3.141592593985076,0.000000059604718,0.127212700
18300000,3.141592593985076,0.000000059604718,0.127716200
18400000,3.141592593985076,0.000000059604718,0.128278300
18500000,3.141592593985076,0.000000059604718,0.128784000
18600000,3.141592593985076,0.000000059604718,0.129295000
18700000,3.141592593985076,0.000000059604718,0.129798800
18800000,3.141592593985076,0.000000059604718,0.130309100
18900000,3.141592593985076,0.000000059604718,0.130812200
19000000,3.141592593985076,0.000000059604718,0.131328500
19100000,3.141592593985076,0.000000059604718,0.131831600
19200000,3.141592593985076,0.000000059604718,0.132341700
19300000,3.141592593985076,0.000000059604718,0.132844800
19400000,3.141592593985076,0.000000059604718,0.133354600
19500000,3.141592593985076,0.000000059604718,0.133856900
19600000,3.141592593985076,0.000000059604718,0.134352300
19700000,3.141592593985076,0.000000059604718,0.134841000
19800000,3.141592593985076,0.000000059604718,0.135347100
19900000,3.141592593985076,0.000000059604718,0.135860100
20000000,3.141592593985076,0.000000059604718,0.136415300
20100000,3.141592593985076,0.000000059604718,0.137031900
20200000,3.141592593985076,0.000000059604718,0.137551700
20300000,3.141592593985076,0.000000059604718,0.138056900
20400000,3.141592593985076,0.000000059604718,0.138546400
20500000,3.141592593985076,0.000000059604718,0.139041900
20600000,3.141592593985076,0.000000059604718,0.139531200
20700000,3.141592593985076,0.000000059604718,0.140026200
20800000,3.141592593985076,0.000000059604718,0.140532800
20900000,3.141592593985076,0.000000059604718,0.141036500
21000000,3.141592593985076,0.000000059604718,0.141581700
21100000,3.141592593985076,0.000000059604718,0.142138400
21200000,3.141592593985076,0.000000059604718,0.142765400
21300000,3.141592593985076,0.000000059604718,0.143311300
21400000,3.141592593985076,0.000000059604718,0.143831000
21500000,3.141592593985076,0.000000059604718,0.144446200
21600000,3.141592593985076,0.000000059604718,0.144964700
21700000,3.141592593985076,0.000000059604718,0.145477300
21800000,3.141592593985076,0.000000059604718,0.145998500
21900000,3.141592593985076,0.000000059604718,0.146501900
22000000,3.141592593985076,0.000000059604718,0.147018200
22100000,3.141592593985076,0.000000059604718,0.147521300
22200000,3.141592593985076,0.000000059604718,0.148031100
22300000,3.141592593985076,0.000000059604718,0.148543700
22400000,3.141592593985076,0.000000059604718,0.149063800
22500000,3.141592593985076,0.000000059604718,0.149553000
22600000,3.141592593985076,0.000000059604718,0.150048500
22700000,3.141592593985076,0.000000059604718,0.150537100
22800000,3.141592593985076,0.000000059604718,0.151032600
22900000,3.141592593985076,0.000000059604718,0.151543700
23000000,3.141592593985076,0.000000059604718,0.152074000
23100000,3.141592593985076,0.000000059604718,0.152624700
23200000,3.141592593985076,0.000000059604718,0.153144600
23300000,3.141592593985076,0.000000059604718,0.153649100
23400000,3.141592593985076,0.000000059604718,0.154217000
23500000,3.141592593985076,0.000000059604718,0.154789700
23600000,3.141592593985076,0.000000059604718,0.155329700
23700000,3.141592593985076,0.000000059604718,0.155883000
23800000,3.141592593985076,0.000000059604718,0.156383500
23900000,3.141592593985076,0.000000059604718,0.156872900
24000000,3.141592593985076,0.000000059604718,0.157393200
24100000,3.141592593985076,0.000000059604718,0.157886100
24200000,3.141592593985076,0.000000059604718,0.158415900
24300000,3.141592593985076,0.000000059604718,0.158945000
24400000,3.141592593985076,0.000000059604718,0.159489700
24500000,3.141592593985076,0.000000059604718,0.159993100
24600000,3.141592593985076,0.000000059604718,0.160517600
24700000,3.141592593985076,0.000000059604718,0.161019400
24800000,3.141592593985076,0.000000059604718,0.161515200
24900000,3.141592593985076,0.000000059604718,0.162004401
25000000,3.141592593985076,0.000000059604718,0.162520001
25100000,3.141592593985076,0.000000059604718,0.163023201
25200000,3.141592593985076,0.000000059604718,0.163543701
25300000,3.141592593985076,0.000000059604718,0.164032401
25400000,3.141592593985076,0.000000059604718,0.164539301
25500000,3.141592593985076,0.000000059604718,0.165026801
25600000,3.141592593985076,0.000000059604718,0.165515201
25700000,3.141592593985076,0.000000059604718,0.166001201
25800000,3.141592593985076,0.000000059604718,0.166484101
25900000,3.141592593985076,0.000000059604718,0.166959801
26000000,3.141592593985076,0.000000059604718,0.167441301
26100000,3.141592593985076,0.000000059604718,0.167916401
26200000,3.141592593985076,0.000000059604718,0.168415401
26300000,3.141592593985076,0.000000059604718,0.168891101
26400000,3.141592593985076,0.000000059604718,0.169416501
26500000,3.141592593985076,0.000000059604718,0.169938801
26600000,3.141592593985076,0.000000059604718,0.170446501
26700000,3.141592593985076,0.000000059604718,0.170922401
26800000,3.141592593985076,0.000000059604718,0.171404101
26900000,3.141592593985076,0.000000059604718,0.171879301
27000000,3.141592593985076,0.000000059604718,0.172360601
27100000,3.141592593985076,0.000000059604718,0.172835701
27200000,3.141592593985076,0.000000059604718,0.173317301
27300000,3.141592593985076,0.000000059604718,0.173876401
27400000,3.141592593985076,0.000000059604718,0.174517901
27500000,3.141592593985076,0.000000059604718,0.175105801
27600000,3.141592593985076,0.000000059604718,0.175630901
27700000,3.141592593985076,0.000000059604718,0.176180801
27800000,3.141592593985076,0.000000059604718,0.176703801
27900000,3.141592593985076,0.000000059604718,0.177192801
28000000,3.141592593985076,0.000000059604718,0.177689901
28100000,3.141592593985076,0.000000059604718,0.178178701
28200000,3.141592593985076,0.000000059604718,0.178695901
28300000,3.141592593985076,0.000000059604718,0.179212001
28400000,3.141592593985076,0.000000059604718,0.179729101
28500000,3.141592593985076,0.000000059604718,0.180217801
28600000,3.141592593985076,0.000000059604718,0.180716401
28700000,3.141592593985076,0.000000059604718,0.181192001
28800000,3.141592593985076,0.000000059604718,0.181695601
28900000,3.141592593985076,0.000000059604718,0.182184301
29000000,3.141592593985076,0.000000059604718,0.182724501
29100000,3.141592593985076,0.000000059604718,0.183213501
29200000,3.141592593985076,0.000000059604718,0.183709501
29300000,3.141592593985076,0.000000059604718,0.184198601
29400000,3.141592593985076,0.000000059604718,0.184694001
29500000,3.141592593985076,0.000000059604718,0.185199101
29600000,3.141592593985076,0.000000059604718,0.185767901
29700000,3.141592593985076,0.000000059604718,0.186261401
29800000,3.141592593985076,0.000000059604718,0.186783301
29900000,3.141592593985076,0.000000059604718,0.187304001
30000000,3.141592593985076,0.000000059604718,0.187970201
30100000,3.141592593985076,0.000000059604718,0.188475801
30200000,3.141592593985076,0.000000059604718,0.189050601
30300000,3.141592593985076,0.000000059604718,0.189660801
30400000,3.141592593985076,0.000000059604718,0.190199201
30500000,3.141592593985076,0.000000059604718,0.190802201
30600000,3.141592593985076,0.000000059604718,0.191345601
30700000,3.141592593985076,0.000000059604718,0.191872901
30800000,3.141592593985076,0.000000059604718,0.192512701
30900000,3.141592593985076,0.000000059604718,0.193061501
31000000,3.141592593985076,0.000000059604718,0.193652001
31100000,3.141592593985076,0.000000059604718,0.194250301
31200000,3.141592593985076,0.000000059604718,0.194840101
31300000,3.141592593985076,0.000000059604718,0.195528001
31400000,3.141592593985076,0.000000059604718,0.196197501
31500000,3.141592593985076,0.000000059604718,0.196865601
31600000,3.141592593985076,0.000000059604718,0.197533701
31700000,3.141592593985076,0.000000059604718,0.198200901
31800000,3.141592593985076,0.000000059604718,0.198858701
31900000,3.141592593985076,0.000000059604718,0.199524901
32000000,3.141592593985076,0.000000059604718,0.200209501
32100000,3.141592593985076,0.000000059604718,0.200867501
32200000,3.141592593985076,0.000000059604718,0.201534001
32300000,3.141592593985076,0.000000059604718,0.202202101
32400000,3.141592593985076,0.000000059604718,0.202931101
32500000,3.141592593985076,0.000000059604718,0.203627301
32600000,3.141592593985076,0.000000059604718,0.204379801
32700000,3.141592593985076,0.000000059604718,0.205204301
32800000,3.141592593985076,0.000000059604718,0.206114101
32900000,3.141592593985076,0.000000059604718,0.206701801
33000000,3.141592593985076,0.000000059604718,0.207272901
33100000,3.141592593985076,0.000000059604718,0.207895401
33200000,3.141592593985076,0.000000059604718,0.208491501
33300000,3.141592593985076,0.000000059604718,0.209074101
33400000,3.141592593985076,0.000000059604718,0.209658401
33500000,3.141592593985076,0.000000059604718,0.210229301
33600000,3.141592593985076,0.000000059604718,0.210807301
33700000,3.141592593985076,0.000000059604718,0.211385501
33800000,3.141592593985076,0.000000059604718,0.211956201
33900000,3.141592593985076,0.000000059604718,0.212556501
34000000,3.141592593985076,0.000000059604718,0.213127701
34100000,3.141592593985076,0.000000059604718,0.213705901
34200000,3.141592593985076,0.000000059604718,0.214276101
34300000,3.141592593985076,0.000000059604718,0.214853301
34400000,3.141592593985076,0.000000059604718,0.215513701
34500000,3.141592593985076,0.000000059604718,0.216140101
34600000,3.141592593985076,0.000000059604718,0.216719701
34700000,3.141592593985076,0.000000059604718,0.217289901
34800000,3.141592593985076,0.000000059604718,0.217867201
34900000,3.141592593985076,0.000000059604718,0.218445101
35000000,3.141592593985076,0.000000059604718,0.219060701
35100000,3.141592593985076,0.000000059604718,0.219651501
35200000,3.141592593985076,0.000000059604718,0.220241401
35300000,3.141592593985076,0.000000059604718,0.221036901
35400000,3.141592593985076,0.000000059604718,0.221562001
35500000,3.141592593985076,0.000000059604718,0.222128001
35600000,3.141592593985076,0.000000059604718,0.222687401
35700000,3.141592593985076,0.000000059604718,0.223273801
35800000,3.141592593985076,0.000000059604718,0.223874401
35900000,3.141592593985076,0.000000059604718,0.224458301
36000000,3.141592593985076,0.000000059604718,0.225054601
36100000,3.141592593985076,0.000000059604718,0.225725801
36200000,3.141592593985076,0.000000059604718,0.226265601
36300000,3.141592593985076,0.000000059604718,0.226769601
36400000,3.141592593985076,0.000000059604718,0.227281301
36500000,3.141592593985076,0.000000059604718,0.227785301
36600000,3.141592593985076,0.000000059604718,0.228294901
36700000,3.141592593985076,0.000000059604718,0.228798601
36800000,3.141592593985076,0.000000059604718,0.229308501
36900000,3.141592593985076,0.000000059604718,0.229812201
37000000,3.141592593985076,0.000000059604718,0.230322101
37100000,3.141592593985076,0.000000059604718,0.230825301
37200000,3.141592593985076,0.000000059604718,0.231334601
37300000,3.141592593985076,0.000000059604718,0.231838301
37400000,3.141592593985076,0.000000059604718,0.232347701
37500000,3.141592593985076,0.000000059604718,0.232851301
37600000,3.141592593985076,0.000000059604718,0.233361201
37700000,3.141592593985076,0.000000059604718,0.233864301
37800000,3.141592593985076,0.000000059604718,0.234373601
37900000,3.141592593985076,0.000000059604718,0.234890701
38000000,3.141592593985076,0.000000059604718,0.235416301
38100000,3.141592593985076,0.000000059604718,0.236011001
38200000,3.141592593985076,0.000000059604718,0.236805301
38300000,3.141592593985076,0.000000059604718,0.237337901
38400000,3.141592593985076,0.000000059604718,0.237842901
38500000,3.141592593985076,0.000000059604718,0.238356601
38600000,3.141592593985076,0.000000059604718,0.238860501
38700000,3.141592593985076,0.000000059604718,0.239371101
38800000,3.141592593985076,0.000000059604718,0.239874101
38900000,3.141592593985076,0.000000059604718,0.240397601
39000000,3.141592593985076,0.000000059604718,0.240918101
39100000,3.141592593985076,0.000000059604718,0.241423801
39200000,3.141592593985076,0.000000059604718,0.242084701
39300000,3.141592593985076,0.000000059604718,0.242602801
39400000,3.141592593985076,0.000000059604718,0.243116501
39500000,3.141592593985076,0.000000059604718,0.243620401
39600000,3.141592593985076,0.000000059604718,0.244132701
39700000,3.141592593985076,0.000000059604718,0.244636501
39800000,3.141592593985076,0.000000059604718,0.245185701
39900000,3.141592593985076,0.000000059604718,0.245689301
40000000,3.141592593985076,0.000000059604718,0.246199501
40100000,3.141592593985076,0.000000059604718,0.246710101
40200000,3.141592593985076,0.000000059604718,0.247220901
40300000,3.141592593985076,0.000000059604718,0.247723801
40400000,3.141592593985076,0.000000059604718,0.248233401
40500000,3.141592593985076,0.000000059604718,0.248737001
40600000,3.141592593985076,0.000000059604718,0.249246401
40700000,3.141592593985076,0.000000059604718,0.249749401
40800000,3.141592593985076,0.000000059604718,0.250259401
40900000,3.141592593985076,0.000000059604718,0.250765101
41000000,3.141592593985076,0.000000059604718,0.251326901
41100000,3.141592593985076,0.000000059604718,0.251816601
41200000,3.141592593985076,0.000000059604718,0.252320501
41300000,3.141592593985076,0.000000059604718,0.252886801
41400000,3.141592593985076,0.000000059604718,0.253394201
41500000,3.141592593985076,0.000000059604718,0.253898501
41600000,3.141592593985076,0.000000059604718,0.254628801
41700000,3.141592593985076,0.000000059604718,0.255172101
41800000,3.141592593985076,0.000000059604718,0.255742001
41900000,3.141592593985076,0.000000059604718,0.256252001
42000000,3.141592593985076,0.000000059604718,0.256755601
42100000,3.141592593985076,0.000000059604718,0.257266101
42200000,3.141592593985076,0.000000059604718,0.257782901
42300000,3.141592593985076,0.000000059604718,0.258301101
42400000,3.141592593985076,0.000000059604718,0.258835701
42500000,3.141592593985076,0.000000059604718,0.259354501
42600000,3.141592593985076,0.000000059604718,0.259858001
42700000,3.141592593985076,0.000000059604718,0.260368301
42800000,3.141592593985076,0.000000059604718,0.260871801
42900000,3.141592593985076,0.000000059604718,0.261381901
43000000,3.141592593985076,0.000000059604718,0.261884801
43100000,3.141592593985076,0.000000059604718,0.262394301
43200000,3.141592593985076,0.000000059604718,0.262897801
43300000,3.141592593985076,0.000000059604718,0.263407801
43400000,3.141592593985076,0.000000059604718,0.263910801
43500000,3.141592593985076,0.000000059604718,0.264420801
43600000,3.141592593985076,0.000000059604718,0.264981901
43700000,3.141592593985076,0.000000059604718,0.265514101
43800000,3.141592593985076,0.000000059604718,0.266012601
43900000,3.141592593985076,0.000000059604718,0.266601901
44000000,3.141592593985076,0.000000059604718,0.267124901
44100000,3.141592593985076,0.000000059604718,0.267635701
44200000,3.141592593985076,0.000000059604718,0.268192001
44300000,3.141592593985076,0.000000059604718,0.268805001
